Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11R	OSS11A1R	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN37S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	OSS11S	OSS11A1S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
root	root	root	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
meta	Main genome	Main genome	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
domain	Main genome;Eukaryota	Eukaryota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
superkingdom	Main genome;Eukaryota;Opisthokonta	Opisthokonta	0.472766884532	0.557448809377	0.552622419587	0.734337633732	0.658156481497	0.605120953728	0.747060579506	0.967687452017	0.715027325968	0.511884497402	0.628992113878	0.522701613142	0.463341914626	0.633054575337	0.656728201652	0.775997703129	0.0190119306753	0.475164677868	0.467380363722	0.520550296186	0.632258547227	0.499001934711	0.661027743787	0.526277626945	0.56974786824	0.478501264631	0.545029716258	0.48564719126	0.582006786335	0.591791135284	0.473803841346	0.61926102527	0.571828555329	0.442872409903	0.509444739303	0.502935619527	0.269668488859	0.409935681292	0.271811692476	0.382457423686	0.511378035558	0.486219820757	0.383328768607	0.372144037071	0.336286092274	0.416025149372	0.699905744067	0.664460581549	0.51090210499	0.550456699282	0.50878248852	0.402061052446	0.44308263588	0.377915344248	0.508108893246	0.212408421167	0.244478923877	0.360548963512	0.394451713362	0.229271279853	0.285554352823	0.370374281852	0.277610394004	0.357871133756	0.380184227813	0.343268975584	0.632583108145	0.287197231834	0.3961760692	0.669373588232	0.491872758874	0.45846699652	0.439073173014	0.321313796277	0.358901966362	0.497867884857	0.58110168222	0.75225884449	0.410385639992	0.744538194598	0.671586860342	0.65517170195	0.552391248544	0.73214019976	0.548834337462	0.400593319246	0.313925831806	0.579829594853	0.407985092147	0.556485594221	0.50677235386	0.650458426966	0.698541831194	0.518114633192	0.624253724717	0.69206710157	0.597854277303	0.757851094506	0.622889299254	0.55726550762
superkingdom	Main genome;Eukaryota;Excavata	Excavata	6.74413626674e-05	8.39649362426e-05	1.80028804609e-05	0.000452328508496	0.00248657422597	9.52204114474e-06	3.85182046665e-05	0.000170604793995	0.00110869083178	8.4224338174e-05	8.60108696236e-05	8.86666312e-05	8.38172783332e-05	0.000344419200464	4.54692008168e-05	0.0073930519667	0.000551070454358	0.000136955436468	6.35193636337e-05	7.19703260809e-05	7.48202345417e-05	0.00011516137948	3.57799675118e-05	1.09035796452e-05	0.000151775776586	1.96066898026e-05	2.79588445808e-05	5.9976378534e-05	7.33091762143e-05	0.00014926904813	7.74881443139e-05	6.53870915822e-05	5.8697846963e-06	5.93718458707e-05	5.05471731493e-05	3.55524856266e-05	0.000119881077971	4.3507581196e-05	4.73081653893e-05	7.98765696797e-05	1.95947799506e-05	2.36468112275e-05	4.45857032758e-05	6.97230386373e-05	2.77543921326e-05	8.04855646773e-05	4.43557329785e-05	0.000117453605826	0.000135539683662	0.000206591590404	5.9441546669e-05	4.15534767275e-05	2.31359642781e-05	5.65628633378e-05	8.93849755029e-05	2.72353405779e-05	0.000116197207166	7.03498733702e-05	4.32530628575e-05	3.22299932317e-05	4.44846453832e-05	3.69635011828e-05	1.05716067785e-05	5.13502256557e-05	5.51580277495e-05	0.0	0.000223677131129	0.0	4.07378991465e-05	1.65280149854e-05	8.66135821645e-05	4.75750326229e-05	2.33929072705e-05	0.000127415587173	2.13348504783e-05	0.0117962964527	0.000167428908804	0.00031284465937	1.10768344622e-05	2.94503099645e-05	0.000318815126379	0.000211595429539	0.000162905041171	5.68992533067e-05	7.48418964937e-05	9.25454629587e-05	9.975900325e-05	0.000134138162307	0.000176077004343	0.000256584236605	7.92088170729e-05	0.000107865168539	0.00017759506059	2.25774406213e-05	6.03768224034e-05	7.55478161015e-05	0.000155371676938	0.000102461265982	0.000178369077097	6.79688058954e-05
superkingdom	Main genome;Eukaryota;Archaeplastida	Archaeplastida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91110874667e-06	0.0	0.0	0.0	0.0	0.0	8.83583461085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22949730568e-05	5.23636972959e-06	9.32931550812e-06	0.0	2.51488813778e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19418459093e-06	0.0	1.88542877793e-05	0.0	0.0	0.0	5.86248944752e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06434565404e-05	9.87303279821e-06	0.0	1.40328555926e-05	0.0	0.0	0.0	2.93461673905e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.96777830454e-06	0.0	0.0	3.2195750161e-05
superkingdom	Main genome;Eukaryota;SAR	SAR	0.519967041699	0.436169855468	0.442042726836	0.263160792952	0.332631106353	0.389732383034	0.250609069111	0.0318092638403	0.280120521215	0.476293065234	0.366954623891	0.471665100223	0.530844758427	0.362038961667	0.339985615198	0.209115704852	0.971068801146	0.516989100998	0.52232949937	0.472922548857	0.362464657284	0.495539415901	0.333963060762	0.469595368159	0.421600912494	0.513224712272	0.446814289366	0.505545508231	0.411772406426	0.399882450625	0.51689241546	0.373360292934	0.415974032073	0.550673870451	0.483599969672	0.490157040408	0.722051724689	0.583436663839	0.719767454085	0.612035297036	0.484693211062	0.508453735014	0.610989738919	0.622498015575	0.658121397711	0.579562347906	0.29747172322	0.331826863172	0.484849020578	0.444409279918	0.479169452989	0.582901783164	0.544308263588	0.603871413757	0.479042016525	0.768445134406	0.729540747627	0.619489259919	0.589701445734	0.741257614336	0.686954136331	0.610341331531	0.708672946201	0.629690700474	0.608508376499	0.640929095895	0.358403308003	0.70368691087	0.588010836281	0.324847115861	0.500141468851	0.525017670726	0.546212688313	0.658158136901	0.621918003058	0.472679372103	0.415311814313	0.242857597353	0.577546148862	0.250538695253	0.321153103973	0.338485596028	0.440164484726	0.262743244308	0.444874265614	0.588465750467	0.673404774781	0.411446456517	0.580679950698	0.434910281045	0.488299726164	0.346642696629	0.294070970009	0.471194948674	0.366892191856	0.301737977509	0.393588328798	0.23668918375	0.369919978736	0.432424697718
superkingdom	Main genome;Eukaryota;Amoebozoa	Amoebozoa	0.000433970507599	0.00011755091074	0.000792126740278	0.000106198867212	0.000751152630761	0.00121406024595	0.000105925062833	1.70604793995e-05	0.000443476332712	0.00513768462861	0.000236529891465	0.000224622132373	0.000281386577262	0.000537777348093	0.000157075421003	0.00212460522538	0.000165321136307	0.000432955895932	0.000234533034955	0.000293417483253	0.000492238385143	0.00011516137948	0.000193211824564	9.26804269842e-05	0.00043693026593	0.000431347175656	0.000682994631902	0.000705875839669	0.000497455124311	0.000340520016046	0.000712890927688	0.000321905681635	0.000105656124533	5.93718458707e-05	4.04377385195e-05	0.000182841354651	0.000175825581024	0.000239291696578	6.83340166735e-05	0.000273261948904	7.18475264856e-05	0.000218733003854	0.000146495882192	0.000123356145281	6.47602483093e-05	0.000265128918937	8.31669993347e-05	0.000178733747996	0.000218042099804	0.000360436391768	0.000364079473348	0.000483059166957	0.00036439143738	0.000597052446344	0.000391059267825	0.000401721273525	0.000587821165663	0.000422099240221	0.000367651034289	0.000251393947207	0.000355877163066	0.000290427509294	9.51444610066e-05	0.00115252728694	2.00574646362e-05	2.21160651097e-05	0.00242417647521	1.19317503878e-05	0.000434537590896	0.000253429563109	0.00030026041817	0.000163114397564	0.000152053897258	4.9550506123e-05	0.000248906588913	0.000388424936881	0.000229113243627	0.000360566726054	0.00014953726524	5.39922349349e-05	0.000548138287459	0.000433512587348	0.000473905574314	0.000529600742316	0.000565991842233	6.16969753058e-05	0.000168015163368	0.00108800953871	0.000990433149431	0.00120879684801	0.000656301627175	2.24719101124e-05	0.00240320124543	0.00352208073693	0.00260685809671	0.000921683356438	0.00151786176701	0.00117464522787	0.00254263370686	0.00381340774129
superkingdom	Main genome;Eukaryota;Hacrobia	Hacrobia	0.000167137290089	8.39649362426e-05	0.000456072971675	1.96664568911e-05	0.000310821778246	0.000323749398921	8.66659604996e-05	0.0	0.000195651323255	0.00084224338174	0.00010751358703	0.000135955501173	2.99347422619e-05	9.06366317011e-05	0.000194277494399	0.000803904679874	0.0	0.000225313782577	6.35193636337e-05	6.64341471516e-05	0.000129950933678	0.0	3.57799675118e-05	0.000119939376097	8.73860531859e-05	8.49623224778e-05	6.79000511247e-05	0.000133793459807	0.00013090924324	0.000111951786097	8.26540206015e-05	0.000140833735715	7.04374163556e-05	1.18743691741e-05	1.51641519448e-05	8.63417508075e-05	0.000119881077971	0.000195784115382	5.25646282104e-06	0.000126120899494	0.000143695052971	4.13819196481e-05	9.55407927338e-05	6.43597279729e-05	4.16315881988e-05	0.000160971129355	7.76225327124e-05	0.000265547282736	0.000253400278151	0.000413183180807	0.000345503990014	0.000176602276092	0.000127247803529	3.14238129655e-05	7.82118535651e-05	6.80883514448e-06	6.15161684996e-05	4.68999155802e-05	0.000124352555715	6.44599864634e-06	7.41410756387e-06	2.11220006759e-05	2.64290169463e-05	0.000182578580109	0.0	1.10580325548e-05	0.000314357049155	0.0	4.75275490043e-05	6.61120599416e-05	0.000196324119573	4.75750326229e-05	6.43304949939e-05	0.0	2.84464673043e-05	8.44402036698e-05	0.0	0.000121956392636	0.0	2.94503099645e-05	7.27122218058e-05	0.000227078021944	0.000212270205162	0.000245104475783	0.000350821389814	7.19798045234e-05	0.0	0.000233499764016	0.000183413546191	0.00025088236468	0.00049788399303	0.000143820224719	0.000306068083145	0.000372527770252	0.000401328290093	0.000215311275889	0.000318711132181	0.000161010560829	0.00023782543613	0.000346998640624
superkingdom	Main genome;Eukaryota;DH147-EKD10	DH147-EKD10	1.75933989567e-05	0.000268687795976	0.000156024963994	0.000149465072373	0.000388527222807	0.00018091878175	0.000115554613999	5.97116778981e-05	0.000130434215503	2.65971594234e-05	8.60108696236e-05	0.000396044286027	0.000155660659762	4.22970947938e-05	2.89349459743e-05	0.0	0.000247981704461	2.65075038325e-05	9.7722097898e-06	3.87532525051e-05	1.96895354057e-05	8.44516782852e-05	5.72479480189e-05	0.000278041280953	0.0	0.0	3.19529652352e-05	2.76814054772e-05	5.23636972959e-06	4.66465775406e-06	1.54976288628e-05	0.0	0.000939165551408	0.000599655643294	0.000697550989461	0.00103102208317	2.39762155941e-05	7.25126353267e-06	0.0	1.26120899494e-05	1.95947799506e-05	4.13819196481e-05	7.6432634187e-05	0.0	0.0	4.73444498101e-06	0.0	0.0	2.94651486222e-05	0.0	7.43019333363e-06	1.55825537728e-05	1.1567982139e-05	0.0	0.0	3.40441757224e-05	2.05053894999e-05	5.86248944752e-06	9.19127585722e-05	2.57839945854e-05	7.41410756387e-06	3.16830010139e-05	5.28580338926e-06	5.70558062841e-06	0.000827370416243	0.000320682944091	0.000199495819656	0.000155112755041	0.000733282184638	0.000225882871467	0.000265614985305	0.000897129186603	0.000286563114064	0.000537976923621	0.000832059168652	0.00315806361725	0.00118081440946	0.000243912785272	0.000675686902197	0.000377945644545	0.000268475895898	0.0	4.93651639911e-06	0.0	8.41971335554e-05	0.000601545509231	0.000635307336487	9.9361601709e-06	5.13557929334e-05	0.000102633694642	0.000118813225609	0.000247191011236	7.55723662086e-06	1.12887203107e-05	0.0	0.000113321724152	2.39033349136e-05	5.4889963919e-05	1.74871644213e-05	2.86184445875e-05
